,Frame,RealHeading,Rsqr,X,Y,Z,centroid use,d_th,dx,dy,dz,error,heading
15,16.0,-12.184623350202871,-1.0,-5.754983699210659,0.7042403889833333,2.8841325723578923,0.0,-0.7455603492570096,-0.06634008317434414,0.0,0.1882589938311785,-0.0013113750783278627,-12.168644738802604
16,17.0,-12.946162311357002,-1.0,-5.823820067798397,0.7042403889833333,3.071493213304202,0.0,-0.7455603364703185,-0.06883636858773734,0.0,0.18736064094630978,-0.002468471761399599,-12.914205075272921
17,18.0,-13.707701285212803,-1.0,-5.895140560838514,0.7042403889833333,3.25792240276506,0.0,-0.7455603496547377,-0.07132049304011723,0.0,0.18642918946085807,-0.0034970021076294,-13.65976542492766
18,19.0,-14.46924023818376,-1.0,-5.968932578677973,0.7042403889833333,3.443387206308999,0.0,-0.7455603400141086,-0.07379201783945888,0.0,0.18546480354393902,-0.00441726532906158,-14.405325764941768
19,20.0,-15.230779200969593,-1.0,-6.045183088016667,0.7042403889833333,3.6278548621000004,0.0,-0.7455603492592271,-0.07625050773065212,0.0,0.18446765437691726,-0.0,-15.230779200969593
20,21.0,-15.992318162014211,-1.0,-6.123878613265954,0.7042403889833333,3.8112927779763335,0.0,-0.745560347432197,-0.07869552685732906,0.0,0.18343791729041703,-0.0009991430542180587,-15.97633954840179
21,22.0,-16.75385711652461,-1.0,-6.205005256673714,0.7042403889833333,3.9936685522701643,0.0,-0.7455603435884988,-0.08112664340776021,0.0,0.18237577429383078,-0.0019074547617338737,-16.721899891990287
22,23.0,-17.5153960796825,-1.0,-6.288548685831878,0.7042403889833333,4.174949965966921,0.0,-0.7455603503681425,-0.08354342915816382,0.0,0.1812814136967571,-0.0027367829483271994,-17.467460242358428
23,24.0,-18.27693504555495,-1.0,-6.374494141312782,0.7042403889833333,4.355104993772762,0.0,-0.7455603319772788,-0.08594545548090426,0.0,0.18015502780584036,-0.0034970016066663335,-18.213020574335708
24,25.0,-19.038473988507665,-1.0,-6.4628264420166674,0.7042403889833333,4.534101811533333,0.0,-0.7455603511384076,-0.08833229940724063,0.0,0.17899681631991093,-0.0,-19.038473988507665
25,26.0,-19.800012948580818,-1.0,-6.553529979127424,0.7042403889833333,4.711908793863744,0.0,-0.7455603450546272,-0.09070353840740086,0.0,0.17780698377107118,-0.0008070002307584737,-19.784034333562293
26,27.0,-20.56155191065586,-1.0,-6.64658873329478,0.7042403889833333,4.888494533968437,0.0,-0.745560352535565,-0.0930587541673562,0.0,0.1765857401046933,-0.0015542223999853372,-20.52959468609786
27,28.0,-21.32309087730672,-1.0,-6.741986263726446,0.7042403889833333,5.063827835376793,0.0,-0.7455603429747149,-0.09539753043166588,0.0,0.17533330140835623,-0.002248072219452919,-21.275155029072575
28,29.0,-22.084629843643288,-1.0,-6.839705717702644,0.7042403889833333,5.237877724053255,0.0,-0.7455603413272255,-0.09771945397619852,0.0,0.17404988867646143,-0.002894070387232799,-22.020715370399802
29,30.0,-22.8461688007934,-1.0,-6.9397298337499995,0.7042403889833333,5.4106134542166675,0.0,-0.7455603425499955,-0.1000241143160121,0.0,0.17273572849928343,-0.0,-22.8461688007934
30,31.0,-23.607707758030987,-1.0,-7.042040936993621,0.7042403889833333,5.582004506073322,0.0,-0.7455603436042152,-0.10231110497496498,0.0,0.1713910535207841,-0.0006768388442091113,-23.591729144397615
31,32.0,-24.369246719488682,-1.0,-7.146620958201637,0.7042403889833333,5.752020606593431,0.0,-0.7455603522793781,-0.10458002120801524,0.0,0.17001610052010907,-0.0013113750777587285,-24.33728949667699
32,33.0,-25.130785680787874,-1.0,-7.2534514214558214,0.7042403889833333,5.920631720132698,0.0,-0.7455603383292557,-0.10683046325418477,0.0,0.16861111353926628,-0.0019074551186146586,-25.082849835006247
33,34.0,-25.892324636336372,-1.0,-7.362513453650292,0.7042403889833333,6.087808059675701,0.0,-0.7455603518570921,-0.10906203219447086,0.0,0.16717633954300304,-0.0024684708835814606,-25.828410186863337
34,35.0,-26.653863598101733,-1.0,-7.473787790049999,0.7042403889833333,6.2535200942666656,0.0,-0.7455603428478125,-0.11127433481004356,0.0,0.16571203282117342,-0.0,-26.653863598101733
35,36.0,-27.41540255794942,-1.0,-7.587254768117778,0.7042403889833333,6.417738544076908,0.0,-0.7455603449736138,-0.11346697965744212,0.0,0.1642184515800338,-0.0005828334944306321,-27.399423943075348
36,37.0,-28.17694152228191,-1.0,-7.702894348122326,0.7042403889833333,6.580434404179328,0.0,-0.7455603389345417,-0.11563958000454821,0.0,0.16269586010241976,-0.0011341628489646353,-28.14498428200989
37,38.0,-28.938480471723675,-1.0,-7.820686099969266,0.7042403889833333,6.741578931394721,0.0,-0.7455603503218939,-0.1177917518469398,0.0,0.1611445272153933,-0.0016564739616763587,-28.890544632331785
38,39.0,-29.700019438613023,-1.0,-7.9406092146722385,0.7042403889833333,6.9011436581938606,0.0,-0.7455603414694392,-0.11992311470297246,0.0,0.15956472679913958,-0.0021520007737336074,-29.636104973801224
39,40.0,-30.461558405859876,-1.0,-8.062642508416666,0.7042403889833333,7.059100397766666,0.0,-0.7455603457708995,-0.12203329178477507,0.0,0.15795673766413731,-0.0,-30.461558405859876
40,41.0,-31.22309736792929,-1.0,-8.186764417683536,0.7042403889833333,7.215421240555958,0.0,-0.7455603357007741,-0.12412191122652239,0.0,0.15632084469796048,-0.0005117566069872099,-31.20711874156065
41,42.0,-31.984636323977032,-1.0,-8.312953021464665,0.7042403889833333,7.370078577182653,0.0,-0.7455603464258072,-0.12618860378112906,0.0,0.15465733662669479,-0.0009991433282803463,-31.952679087986457
42,43.0,-32.746175282174754,-1.0,-8.441186024976625,0.7042403889833333,7.523045083711229,0.0,-0.7455603458476153,-0.12823300351196032,0.0,0.15296650652857569,-0.0014638609830801253,-32.698239433834075
43,44.0,-33.50771423507518,-1.0,-8.571440775200816,0.7042403889833333,7.674293737828228,0.0,-0.7455603481711018,-0.13025475022419108,0.0,0.1512486541169995,-0.0019074548810343402,-33.44379978200518
44,45.0,-34.269253145037034,-1.0,-8.703694263916667,0.7042403889833333,7.823797822466667,0.0,-0.7455603416736291,-0.13225348676238902,0.0,0.14950408262359804,-0.0,-34.269253145037034
45,46.0,-35.03079216641288,-1.0,-8.837923121212594,0.7042403889833333,7.971530920245626,0.0,-0.745560340215464,-0.13422885924938832,0.0,0.14773309979379956,-0.00045613245297101437,-35.014813485252496
46,47.0,-35.79233114983139,-1.0,-8.97410364015767,0.7042403889833333,8.117466938746823,0.0,-0.7455603504677665,-0.13618051894507666,0.0,0.14593601850119686,-0.000892853666818945,-35.760373835720266
47,48.0,-36.553870076311135,-1.0,-9.11221176212769,0.7042403889833333,8.261580095848572,0.0,-0.7455603380425196,-0.13810812197001887,0.0,0.14411315710174932,-0.0013113769471816104,-36.50593417376279
48,49.0,-37.315409041985546,-1.0,-9.252223089018864,0.7042403889833333,8.403844932637188,0.0,-0.7455603471251727,-0.1400113268911749,0.0,0.14226483678861612,-0.0017128184505675193,-37.25149452088796
